date,temp,humid
2025-10-28#04:45:37,14.2,66.0
2025-10-28#04:45:52,14.2,66.0
2025-10-28#04:46:07,14.2,66.0
2025-10-28#04:46:22,14.2,66.0
2025-10-28#04:46:38,14.2,66.0
2025-10-28#04:46:53,14.2,66.0
2025-10-28#04:47:08,14.2,66.0
2025-10-28#04:47:23,14.2,66.0
2025-10-28#04:47:39,14.2,66.0
2025-10-28#04:47:54,14.2,66.0
2025-10-28#04:48:09,14.2,66.0
2025-10-28#04:48:24,14.2,66.0
2025-10-28#04:48:40,14.2,66.0
2025-10-28#04:48:55,14.2,66.0
2025-10-28#04:49:10,14.2,66.0
2025-10-28#04:49:25,14.2,66.0
2025-10-28#04:49:41,14.2,66.0
2025-10-28#04:49:56,14.2,66.0
2025-10-28#04:50:11,14.2,66.0
2025-10-28#04:50:26,14.2,66.0
2025-10-28#04:50:42,14.2,66.0
2025-10-28#04:50:57,14.2,66.0
2025-10-28#04:51:12,14.2,66.0
2025-10-28#04:51:27,14.2,66.0
2025-10-28#04:51:43,14.2,66.0
2025-10-28#04:51:58,14.2,66.0
2025-10-28#04:52:13,14.2,66.0
2025-10-28#04:52:28,14.2,66.0
2025-10-28#04:52:44,14.2,66.0
2025-10-28#04:52:59,14.2,66.0
2025-10-28#04:53:14,14.2,66.0
2025-10-28#04:53:29,14.2,66.0
2025-10-28#04:53:45,14.2,66.0
2025-10-28#04:54:00,14.2,66.0
2025-10-28#04:54:15,14.2,66.0
2025-10-28#04:54:30,14.2,66.0
2025-10-28#04:54:46,14.2,66.0
2025-10-28#04:55:01,14.2,66.0
2025-10-28#04:55:16,14.2,66.0
2025-10-28#04:55:31,14.2,66.0
2025-10-28#04:55:47,14.2,66.0
2025-10-28#04:56:02,14.2,66.0
2025-10-28#04:56:17,14.2,66.0
2025-10-28#04:56:32,14.2,66.0
2025-10-28#04:56:48,14.1,66.0
2025-10-28#04:57:03,14.1,67.0
2025-10-28#04:57:18,14.1,67.0
2025-10-28#04:57:33,14.2,67.0
2025-10-28#04:57:49,14.2,67.0
2025-10-28#04:58:04,14.2,67.0
2025-10-28#04:58:19,14.2,67.0
2025-10-28#04:58:34,14.2,67.0
2025-10-28#04:58:50,14.2,67.0
2025-10-28#04:59:05,14.2,67.0
2025-10-28#04:59:20,14.2,67.0
2025-10-28#04:59:35,14.2,67.0
2025-10-28#04:59:51,14.2,67.0
2025-10-28#05:00:06,14.2,67.0
2025-10-28#05:00:21,14.2,67.0
2025-10-28#05:00:36,14.2,67.0
2025-10-28#05:00:52,14.2,67.0
2025-10-28#05:01:22,14.2,67.0
2025-10-28#05:01:37,14.2,67.0
2025-10-28#05:01:53,14.2,67.0
2025-10-28#05:02:23,14.2,67.0
2025-10-28#05:02:38,14.2,67.0
2025-10-28#05:02:54,14.2,67.0
2025-10-28#05:03:09,14.2,67.0
2025-10-28#05:03:24,14.2,67.0
2025-10-28#05:03:39,14.2,67.0
2025-10-28#05:03:55,14.2,67.0
2025-10-28#05:04:10,14.2,67.0
2025-10-28#05:04:25,14.2,67.0
2025-10-28#05:04:41,14.2,67.0
2025-10-28#05:04:56,14.2,67.0
2025-10-28#05:05:11,14.2,67.0
2025-10-28#05:05:26,14.2,67.0
2025-10-28#05:05:42,14.2,67.0
2025-10-28#05:05:57,14.2,67.0
2025-10-28#05:06:12,14.2,67.0
2025-10-28#05:06:27,14.2,67.0
2025-10-28#05:06:43,14.2,67.0
2025-10-28#05:07:13,14.2,67.0
2025-10-28#05:07:28,14.2,67.0
2025-10-28#05:07:44,14.2,67.0
2025-10-28#05:07:59,14.2,67.0
2025-10-28#05:08:14,14.2,67.0
2025-10-28#05:08:29,14.2,67.0
2025-10-28#05:08:45,14.2,67.0
2025-10-28#05:09:00,14.2,67.0
2025-10-28#05:09:15,14.2,67.0
2025-10-28#05:09:30,14.2,67.0
2025-10-28#05:09:46,14.2,67.0
2025-10-28#05:10:01,14.2,67.0
2025-10-28#05:10:16,14.2,67.0
2025-10-28#05:10:31,14.2,67.0
2025-10-28#05:10:47,14.2,67.0
2025-10-28#05:11:02,14.2,67.0
2025-10-28#05:11:17,14.2,67.0
2025-10-28#05:11:32,14.2,67.0
2025-10-28#05:11:48,14.2,67.0
2025-10-28#05:12:03,14.2,67.0
2025-10-28#05:12:18,14.2,67.0
2025-10-28#05:12:33,14.2,67.0
2025-10-28#05:12:49,14.2,67.0
2025-10-28#05:13:04,14.2,67.0
2025-10-28#05:13:19,14.2,67.0
2025-10-28#05:13:34,14.2,67.0
2025-10-28#05:13:50,14.2,67.0
2025-10-28#05:14:05,14.2,67.0
2025-10-28#05:14:20,14.2,67.0
2025-10-28#05:14:35,14.2,67.0
2025-10-28#05:14:51,14.2,67.0
2025-10-28#05:15:06,14.2,67.0
2025-10-28#05:15:21,14.2,67.0
2025-10-28#05:15:36,14.2,67.0
2025-10-28#05:16:07,14.2,67.0
2025-10-28#05:16:22,14.2,67.0
2025-10-28#05:16:37,14.2,67.0
2025-10-28#05:16:53,14.2,67.0
2025-10-28#05:17:08,14.2,67.0
2025-10-28#05:17:23,14.2,67.0
2025-10-28#05:17:38,14.1,67.0
2025-10-28#05:17:54,14.1,67.0
2025-10-28#05:18:09,14.1,67.0
2025-10-28#05:18:24,14.1,67.0
2025-10-28#05:18:39,14.2,67.0
2025-10-28#05:18:55,14.2,67.0
2025-10-28#05:19:10,14.2,67.0
2025-10-28#05:19:25,14.2,68.0
2025-10-28#05:19:40,14.2,68.0
2025-10-28#05:19:56,14.2,68.0
2025-10-28#05:20:11,14.2,68.0
2025-10-28#05:20:26,14.2,68.0
2025-10-28#05:20:41,14.2,68.0
2025-10-28#05:20:57,14.2,68.0
2025-10-28#05:21:12,14.2,68.0
2025-10-28#05:21:27,14.2,68.0
2025-10-28#05:21:42,14.2,68.0
2025-10-28#05:21:58,14.2,68.0
2025-10-28#05:22:13,14.2,68.0
2025-10-28#05:22:28,14.2,68.0
2025-10-28#05:22:43,14.2,68.0
2025-10-28#05:22:59,14.2,68.0
2025-10-28#05:23:14,14.2,68.0
2025-10-28#05:23:29,14.2,68.0
2025-10-28#05:23:44,14.2,68.0
2025-10-28#05:24:00,14.2,68.0
2025-10-28#05:24:15,14.2,68.0
2025-10-28#05:24:30,14.2,68.0
2025-10-28#05:24:45,14.2,68.0
2025-10-28#05:25:01,14.2,68.0
2025-10-28#05:25:16,14.2,68.0
2025-10-28#05:25:31,14.2,68.0
2025-10-28#05:25:46,14.2,68.0
2025-10-28#05:26:02,14.2,68.0
2025-10-28#05:26:17,14.2,68.0
2025-10-28#05:26:32,14.2,68.0
2025-10-28#05:26:47,14.2,68.0
2025-10-28#05:27:03,14.2,68.0
2025-10-28#05:27:18,14.2,68.0
2025-10-28#05:27:33,14.2,68.0
2025-10-28#05:27:48,14.2,68.0
2025-10-28#05:28:04,14.2,68.0
2025-10-28#05:28:19,14.2,68.0
2025-10-28#05:28:34,14.2,68.0
2025-10-28#05:28:50,14.2,68.0
2025-10-28#05:29:05,14.2,68.0
2025-10-28#05:29:20,14.2,68.0
2025-10-28#05:29:35,14.2,68.0
2025-10-28#05:29:51,14.2,68.0
2025-10-28#05:30:06,14.2,68.0
2025-10-28#05:30:21,14.2,68.0
2025-10-28#05:30:36,14.2,68.0
2025-10-28#05:30:52,14.2,68.0
2025-10-28#05:31:07,14.2,68.0
2025-10-28#05:31:22,14.2,68.0
2025-10-28#05:31:37,14.2,68.0
2025-10-28#05:31:53,14.2,68.0
2025-10-28#05:32:08,14.2,68.0
2025-10-28#05:32:23,14.2,68.0
2025-10-28#05:32:38,14.2,68.0
2025-10-28#05:32:54,14.2,68.0
2025-10-28#05:33:09,14.2,68.0
2025-10-28#05:33:24,14.2,68.0
2025-10-28#05:33:39,14.2,68.0
2025-10-28#05:33:55,14.2,68.0
2025-10-28#05:34:10,14.2,68.0
2025-10-28#05:34:25,14.2,68.0
2025-10-28#05:34:40,14.2,68.0
2025-10-28#05:34:56,14.2,68.0
2025-10-28#05:35:11,14.2,68.0
2025-10-28#05:35:26,14.2,68.0
2025-10-28#05:35:41,14.2,68.0
2025-10-28#05:35:57,14.2,68.0
2025-10-28#05:36:12,14.2,68.0
2025-10-28#05:36:27,14.2,68.0
2025-10-28#05:36:42,14.2,68.0
2025-10-28#05:36:58,14.2,68.0
2025-10-28#05:37:13,14.2,68.0
2025-10-28#05:37:28,14.2,68.0
2025-10-28#05:37:43,14.2,68.0
2025-10-28#05:37:59,14.2,68.0
2025-10-28#05:38:14,14.2,68.0
2025-10-28#05:38:29,14.2,68.0
2025-10-28#05:38:44,14.2,68.0
2025-10-28#05:39:00,14.2,68.0
2025-10-28#05:39:15,14.2,68.0
2025-10-28#05:39:30,14.2,68.0
2025-10-28#05:39:45,14.2,68.0
2025-10-28#05:40:01,14.2,68.0
2025-10-28#05:40:16,14.2,68.0
2025-10-28#05:40:31,14.2,68.0
2025-10-28#05:40:46,14.2,68.0
2025-10-28#05:41:02,14.2,68.0
2025-10-28#05:41:17,14.2,68.0
2025-10-28#05:41:32,14.2,68.0
2025-10-28#05:41:47,14.2,68.0
2025-10-28#05:42:18,14.2,68.0
2025-10-28#05:42:33,14.2,68.0
2025-10-28#05:42:48,14.2,68.0
2025-10-28#05:43:04,14.2,68.0
2025-10-28#05:43:19,14.2,68.0
2025-10-28#05:43:34,14.2,68.0
2025-10-28#05:43:49,14.2,68.0
2025-10-28#05:44:05,14.2,68.0
2025-10-28#05:44:20,14.2,68.0
2025-10-28#05:44:35,14.2,68.0
2025-10-28#05:44:50,14.2,68.0
2025-10-28#05:45:06,14.2,68.0
2025-10-28#05:45:21,14.2,68.0
2025-10-28#05:45:36,14.2,68.0
2025-10-28#05:45:51,14.2,68.0
2025-10-28#05:46:07,14.2,68.0
2025-10-28#05:46:22,14.2,68.0
2025-10-28#05:46:37,14.2,68.0
2025-10-28#05:46:52,14.2,68.0
2025-10-28#05:47:08,14.2,68.0
2025-10-28#05:47:23,14.2,68.0
2025-10-28#05:47:38,14.2,68.0
2025-10-28#05:47:53,14.2,68.0
2025-10-28#05:48:09,14.2,68.0
2025-10-28#05:48:24,14.2,68.0
2025-10-28#05:48:39,14.2,68.0
2025-10-28#05:48:54,14.2,68.0
2025-10-28#05:49:10,14.2,68.0
2025-10-28#05:49:25,14.2,68.0
2025-10-28#05:49:40,14.2,68.0
2025-10-28#05:49:55,14.2,68.0
2025-10-28#05:50:11,14.2,68.0
2025-10-28#05:50:26,14.2,68.0
2025-10-28#05:50:41,14.2,68.0
2025-10-28#05:50:56,14.2,68.0
2025-10-28#05:51:12,14.2,68.0
2025-10-28#05:51:27,14.2,68.0
2025-10-28#05:51:42,14.2,68.0
2025-10-28#05:51:57,14.2,68.0
2025-10-28#05:52:13,14.2,68.0
2025-10-28#05:52:28,14.2,68.0
2025-10-28#05:52:43,14.2,69.0
2025-10-28#05:52:58,14.2,69.0
2025-10-28#05:53:14,14.2,69.0
2025-10-28#05:53:29,14.2,69.0
2025-10-28#05:53:44,14.2,69.0
2025-10-28#05:53:59,14.2,69.0
2025-10-28#05:54:15,14.2,69.0
2025-10-28#05:54:30,14.2,69.0
2025-10-28#05:54:45,14.2,69.0
2025-10-28#05:55:00,14.2,69.0
2025-10-28#05:55:16,14.2,69.0
2025-10-28#05:55:31,14.2,69.0
2025-10-28#05:55:46,14.2,69.0
2025-10-28#05:56:01,14.2,69.0
2025-10-28#05:56:17,14.2,69.0
2025-10-28#05:56:32,14.2,69.0
2025-10-28#05:56:47,14.2,69.0
2025-10-28#05:57:02,14.2,69.0
2025-10-28#05:57:18,14.2,69.0
2025-10-28#05:57:33,14.2,69.0
2025-10-28#05:57:48,14.2,69.0
2025-10-28#05:58:03,14.2,69.0
2025-10-28#05:58:19,14.2,69.0
2025-10-28#05:58:34,14.2,69.0
2025-10-28#05:58:49,14.2,69.0
2025-10-28#05:59:04,14.2,69.0
2025-10-28#05:59:20,14.2,69.0
2025-10-28#05:59:35,14.2,69.0
2025-10-28#05:59:50,14.2,69.0
2025-10-28#06:00:05,14.2,69.0
2025-10-28#06:00:21,14.2,69.0
2025-10-28#06:00:36,14.2,69.0
2025-10-28#06:00:51,14.2,69.0
2025-10-28#06:01:06,14.2,69.0
2025-10-28#06:01:22,14.3,69.0
2025-10-28#06:01:37,14.3,69.0
2025-10-28#06:01:52,14.3,69.0
2025-10-28#06:02:07,14.3,69.0
2025-10-28#06:02:23,14.3,69.0
2025-10-28#06:02:38,14.2,69.0
2025-10-28#06:02:53,14.2,69.0
2025-10-28#06:03:09,14.2,69.0
2025-10-28#06:03:24,14.2,69.0
2025-10-28#06:03:39,14.2,69.0
2025-10-28#06:03:54,14.2,69.0
2025-10-28#06:04:10,14.2,69.0
2025-10-28#06:04:25,14.2,69.0
2025-10-28#06:04:40,14.2,69.0
2025-10-28#06:04:55,14.2,69.0
2025-10-28#06:05:11,14.2,69.0
2025-10-28#06:05:26,14.2,69.0
2025-10-28#06:05:41,14.2,69.0
2025-10-28#06:05:56,14.2,69.0
2025-10-28#06:06:12,14.2,69.0
2025-10-28#06:06:27,14.2,69.0
2025-10-28#06:06:42,14.2,69.0
2025-10-28#06:06:57,14.2,69.0
2025-10-28#06:07:13,14.2,69.0
2025-10-28#06:07:28,14.2,69.0
2025-10-28#06:07:43,14.2,69.0
2025-10-28#06:07:58,14.3,69.0
2025-10-28#06:08:14,14.3,69.0
2025-10-28#06:08:29,14.3,69.0
2025-10-28#06:08:44,14.3,69.0
2025-10-28#06:08:59,14.3,69.0
2025-10-28#06:09:15,14.3,69.0
2025-10-28#06:09:30,14.3,69.0
2025-10-28#06:09:45,14.3,69.0
2025-10-28#06:10:00,14.3,69.0
2025-10-28#06:10:16,14.3,69.0
2025-10-28#06:10:31,14.3,69.0
2025-10-28#06:10:46,14.3,69.0
2025-10-28#06:11:01,14.3,69.0
2025-10-28#06:11:17,14.3,69.0
2025-10-28#06:11:32,14.3,69.0
2025-10-28#06:11:47,14.3,69.0
2025-10-28#06:12:02,14.2,69.0
2025-10-28#06:12:18,14.3,69.0
2025-10-28#06:12:33,14.3,69.0
2025-10-28#06:12:48,14.3,69.0
2025-10-28#06:13:03,14.3,69.0
2025-10-28#06:13:19,14.3,69.0
2025-10-28#06:13:34,14.3,69.0
2025-10-28#06:13:49,14.3,69.0
2025-10-28#06:14:04,14.3,69.0
2025-10-28#06:14:20,14.3,69.0
2025-10-28#06:14:35,14.3,69.0
2025-10-28#06:14:50,14.3,69.0
2025-10-28#06:15:05,14.3,69.0
2025-10-28#06:15:21,14.3,69.0
2025-10-28#06:15:36,14.3,69.0
2025-10-28#06:15:51,14.3,69.0
2025-10-28#06:16:06,14.3,69.0
2025-10-28#06:16:22,14.3,69.0
2025-10-28#06:16:37,14.3,69.0
2025-10-28#06:16:52,14.3,69.0
2025-10-28#06:17:07,14.3,69.0
2025-10-28#06:17:23,14.3,69.0
2025-10-28#06:17:38,14.3,70.0
2025-10-28#06:17:53,14.3,70.0
2025-10-28#06:18:08,14.3,70.0
2025-10-28#06:18:24,14.3,70.0
2025-10-28#06:18:39,14.3,70.0
2025-10-28#06:18:54,14.3,70.0
2025-10-28#06:19:09,14.3,70.0
2025-10-28#06:19:25,14.3,70.0
2025-10-28#06:19:40,14.3,70.0
2025-10-28#06:19:55,14.3,70.0
2025-10-28#06:20:10,14.3,70.0
2025-10-28#06:20:26,14.3,70.0
2025-10-28#06:20:41,14.3,70.0
2025-10-28#06:20:56,14.3,70.0
2025-10-28#06:21:11,14.3,70.0
2025-10-28#06:21:27,14.3,70.0
2025-10-28#06:21:42,14.3,70.0
2025-10-28#06:21:57,14.3,70.0
2025-10-28#06:22:12,14.3,70.0
2025-10-28#06:22:28,14.3,70.0
2025-10-28#06:22:43,14.3,70.0
2025-10-28#06:22:58,14.3,70.0
2025-10-28#06:23:13,14.3,70.0
2025-10-28#06:23:29,14.3,70.0
2025-10-28#06:23:44,14.3,70.0
2025-10-28#06:23:59,14.3,70.0
2025-10-28#06:24:14,14.3,70.0
2025-10-28#06:24:30,14.3,70.0
2025-10-28#06:24:45,14.3,70.0
2025-10-28#06:25:00,14.3,70.0
2025-10-28#06:25:15,14.3,70.0
2025-10-28#06:25:31,14.3,70.0
2025-10-28#06:25:46,14.3,70.0
2025-10-28#06:26:01,14.3,70.0
2025-10-28#06:26:16,14.3,70.0
2025-10-28#06:26:32,14.3,70.0
2025-10-28#06:26:47,14.3,70.0
2025-10-28#06:27:02,14.3,70.0
2025-10-28#06:27:17,14.3,70.0
2025-10-28#06:27:33,14.3,70.0
2025-10-28#06:27:48,14.3,70.0
2025-10-28#06:28:03,14.3,70.0
2025-10-28#06:28:18,14.3,70.0
2025-10-28#06:28:34,14.3,70.0
2025-10-28#06:28:49,14.3,70.0
2025-10-28#06:29:04,14.3,70.0
2025-10-28#06:29:35,14.3,70.0
2025-10-28#06:29:50,14.3,70.0
2025-10-28#06:30:05,14.3,70.0
2025-10-28#06:30:20,14.3,70.0
2025-10-28#06:30:36,14.3,70.0
2025-10-28#06:30:51,14.3,70.0
2025-10-28#06:31:06,14.3,70.0
2025-10-28#06:31:21,14.3,70.0
2025-10-28#06:31:37,14.3,70.0
2025-10-28#06:31:52,14.3,70.0
2025-10-28#06:32:07,14.3,71.0
2025-10-28#06:32:22,14.3,71.0
2025-10-28#06:32:38,14.3,71.0
2025-10-28#06:32:53,14.3,71.0
2025-10-28#06:33:08,14.3,71.0
2025-10-28#06:33:23,14.3,71.0
2025-10-28#06:33:39,14.3,71.0
2025-10-28#06:33:54,14.3,71.0
2025-10-28#06:34:09,14.3,71.0
2025-10-28#06:34:24,14.3,71.0
2025-10-28#06:34:40,14.3,71.0
2025-10-28#06:34:55,14.3,71.0
2025-10-28#06:35:10,14.3,71.0
2025-10-28#06:35:25,14.3,71.0
2025-10-28#06:35:41,14.3,71.0
2025-10-28#06:35:56,14.3,71.0
2025-10-28#06:36:11,14.3,71.0
2025-10-28#06:36:26,14.3,71.0
2025-10-28#06:36:42,14.3,71.0
2025-10-28#06:36:57,14.3,71.0
2025-10-28#06:37:12,14.3,71.0
2025-10-28#06:37:28,14.3,71.0
2025-10-28#06:37:43,14.3,71.0
2025-10-28#06:37:58,14.3,71.0
2025-10-28#06:38:13,14.3,71.0
2025-10-28#06:38:29,14.3,71.0
2025-10-28#06:38:44,14.3,71.0
2025-10-28#06:38:59,14.3,71.0
2025-10-28#06:39:14,14.3,71.0
2025-10-28#06:39:30,14.3,72.0
2025-10-28#06:39:45,14.3,72.0
2025-10-28#06:40:00,14.3,72.0
2025-10-28#06:40:15,14.3,72.0
2025-10-28#06:40:31,14.3,72.0
2025-10-28#06:40:46,14.3,72.0
2025-10-28#06:41:01,14.3,72.0
2025-10-28#06:41:16,14.3,72.0
2025-10-28#06:41:32,14.3,72.0
2025-10-28#06:41:47,14.3,72.0
2025-10-28#06:42:02,14.3,72.0
2025-10-28#06:42:17,14.3,72.0
2025-10-28#06:42:33,14.3,72.0
2025-10-28#06:42:48,14.3,72.0
2025-10-28#06:43:03,14.3,72.0
2025-10-28#06:43:18,14.3,72.0
2025-10-28#06:43:34,14.3,72.0
2025-10-28#06:43:49,14.3,72.0
2025-10-28#06:44:04,14.3,72.0
2025-10-28#06:44:19,14.3,72.0
2025-10-28#06:44:35,14.3,72.0
2025-10-28#06:44:50,14.3,72.0
2025-10-28#06:45:05,14.3,72.0
2025-10-28#06:45:20,14.3,72.0
2025-10-28#06:45:36,14.3,72.0
2025-10-28#06:45:51,14.3,72.0
2025-10-28#06:46:06,14.3,72.0
2025-10-28#06:46:21,14.3,72.0
2025-10-28#06:46:37,14.3,72.0
2025-10-28#06:46:52,14.3,72.0
2025-10-28#06:47:07,14.3,72.0
2025-10-28#06:47:22,14.3,72.0
2025-10-28#06:47:38,14.3,72.0
2025-10-28#06:47:53,14.3,72.0
2025-10-28#06:48:08,14.3,72.0
2025-10-28#06:48:23,14.3,72.0
2025-10-28#06:48:39,14.3,72.0
2025-10-28#06:48:54,14.3,72.0
2025-10-28#06:49:09,14.3,72.0
2025-10-28#06:49:24,14.3,72.0
2025-10-28#06:49:40,14.3,72.0
2025-10-28#06:49:55,14.3,73.0
2025-10-28#06:50:10,14.3,73.0
2025-10-28#06:50:25,14.3,73.0
2025-10-28#06:50:41,14.3,73.0
2025-10-28#06:50:56,14.3,73.0
2025-10-28#06:51:11,14.3,73.0
2025-10-28#06:51:26,14.3,73.0
2025-10-28#06:51:42,14.3,73.0
2025-10-28#06:51:57,14.3,73.0
2025-10-28#06:52:12,14.3,73.0
2025-10-28#06:52:27,14.3,73.0
2025-10-28#06:52:43,14.3,73.0
2025-10-28#06:52:58,14.3,73.0
2025-10-28#06:53:13,14.3,73.0
2025-10-28#06:53:28,14.3,73.0
2025-10-28#06:53:44,14.3,73.0
2025-10-28#06:53:59,14.3,73.0
2025-10-28#06:54:14,14.3,73.0
2025-10-28#06:54:29,14.3,73.0
2025-10-28#06:54:45,14.3,73.0
2025-10-28#06:55:00,14.3,73.0
2025-10-28#06:55:15,14.3,73.0
2025-10-28#06:55:30,14.3,73.0
2025-10-28#06:55:46,14.3,73.0
2025-10-28#06:56:01,14.3,73.0
2025-10-28#06:56:16,14.3,73.0
2025-10-28#06:56:31,14.3,73.0
2025-10-28#06:56:47,14.3,73.0
2025-10-28#06:57:02,14.3,73.0
2025-10-28#06:57:17,14.3,73.0
2025-10-28#06:57:32,14.3,73.0
2025-10-28#06:57:48,14.3,73.0
2025-10-28#06:58:03,14.3,73.0
2025-10-28#06:58:18,14.3,73.0
2025-10-28#06:58:33,14.3,73.0
2025-10-28#06:58:49,14.3,73.0
2025-10-28#06:59:04,14.3,73.0
2025-10-28#06:59:19,14.3,73.0
2025-10-28#06:59:34,14.3,73.0
2025-10-28#06:59:50,14.3,73.0
2025-10-28#07:00:05,14.3,73.0
2025-10-28#07:00:20,14.3,73.0
2025-10-28#07:00:35,14.3,73.0
2025-10-28#07:00:51,14.3,73.0
2025-10-28#07:01:06,14.3,73.0
2025-10-28#07:01:21,14.3,73.0
2025-10-28#07:01:36,14.3,73.0
2025-10-28#07:01:52,14.3,73.0
2025-10-28#07:02:07,14.3,73.0
2025-10-28#07:02:22,14.3,73.0
2025-10-28#07:02:37,14.3,73.0
2025-10-28#07:02:53,14.3,73.0
2025-10-28#07:03:08,14.3,73.0
2025-10-28#07:03:23,14.3,73.0
2025-10-28#07:03:38,14.3,73.0
2025-10-28#07:03:54,14.3,73.0
2025-10-28#07:04:09,14.3,73.0
2025-10-28#07:04:24,14.3,73.0
2025-10-28#07:04:39,14.3,73.0
2025-10-28#07:04:55,14.3,73.0
2025-10-28#07:05:10,14.3,73.0
2025-10-28#07:05:25,14.3,73.0
2025-10-28#07:05:41,14.3,73.0
2025-10-28#07:05:56,14.3,73.0
2025-10-28#07:06:11,14.3,73.0
2025-10-28#07:06:26,14.3,73.0
2025-10-28#07:06:42,14.3,73.0
2025-10-28#07:06:57,14.3,73.0
2025-10-28#07:07:12,14.3,73.0
2025-10-28#07:07:27,14.3,73.0
2025-10-28#07:07:43,14.3,73.0
2025-10-28#07:07:58,14.3,73.0
2025-10-28#07:08:13,14.3,73.0
2025-10-28#07:08:28,14.3,73.0
2025-10-28#07:08:59,14.3,73.0
2025-10-28#07:09:14,14.3,73.0
2025-10-28#07:09:29,14.3,73.0
2025-10-28#07:09:45,14.3,73.0
2025-10-28#07:10:00,14.3,73.0
2025-10-28#07:10:15,14.3,73.0
2025-10-28#07:10:30,14.3,73.0
2025-10-28#07:10:46,14.3,73.0
2025-10-28#07:11:01,14.3,73.0
2025-10-28#07:11:16,14.3,73.0
2025-10-28#07:11:31,14.3,73.0
2025-10-28#07:11:47,14.3,73.0
2025-10-28#07:12:02,14.3,73.0
2025-10-28#07:12:17,14.3,73.0
2025-10-28#07:12:32,14.3,73.0
2025-10-28#07:12:48,14.3,73.0
2025-10-28#07:13:03,14.3,73.0
2025-10-28#07:13:18,14.3,73.0
2025-10-28#07:13:33,14.3,73.0
2025-10-28#07:13:49,14.3,73.0
2025-10-28#07:14:04,14.3,73.0
2025-10-28#07:14:19,14.3,73.0
2025-10-28#07:14:34,14.3,73.0
2025-10-28#07:14:50,14.3,73.0
2025-10-28#07:15:05,14.3,73.0
2025-10-28#07:15:20,14.3,73.0
2025-10-28#07:15:35,14.3,73.0
2025-10-28#07:15:51,14.3,73.0
2025-10-28#07:16:06,14.3,73.0
2025-10-28#07:16:21,14.3,73.0
2025-10-28#07:16:36,14.3,73.0
2025-10-28#07:16:52,14.3,73.0
2025-10-28#07:17:07,14.3,73.0
2025-10-28#07:17:22,14.3,73.0
2025-10-28#07:17:37,14.3,73.0
2025-10-28#07:17:53,14.3,73.0
2025-10-28#07:18:08,14.3,73.0
2025-10-28#07:18:23,14.3,73.0
2025-10-28#07:18:38,14.3,73.0
2025-10-28#07:18:54,14.3,73.0
2025-10-28#07:19:09,14.3,73.0
2025-10-28#07:19:24,14.3,73.0
2025-10-28#07:19:39,14.3,73.0
2025-10-28#07:19:55,14.3,73.0
2025-10-28#07:20:10,14.3,73.0
2025-10-28#07:20:25,14.3,73.0
2025-10-28#07:20:40,14.3,73.0
2025-10-28#07:20:56,14.3,73.0
2025-10-28#07:21:11,14.3,73.0
2025-10-28#07:21:26,14.3,73.0
2025-10-28#07:21:41,14.3,73.0
2025-10-28#07:21:57,14.3,73.0
2025-10-28#07:22:12,14.3,73.0
2025-10-28#07:22:27,14.3,73.0
2025-10-28#07:22:42,14.3,73.0
2025-10-28#07:22:58,14.3,73.0
2025-10-28#07:23:13,14.3,73.0
2025-10-28#07:23:28,14.3,73.0
2025-10-28#07:23:43,14.3,73.0
2025-10-28#07:23:59,14.3,73.0
2025-10-28#07:24:14,14.3,73.0
2025-10-28#07:24:29,14.3,73.0
2025-10-28#07:24:44,14.3,73.0
2025-10-28#07:25:00,14.3,73.0
2025-10-28#07:25:15,14.3,73.0
2025-10-28#07:25:30,14.3,73.0
2025-10-28#07:25:45,14.3,73.0
2025-10-28#07:26:01,14.3,73.0
2025-10-28#07:26:16,14.3,73.0
2025-10-28#07:26:31,14.3,73.0
2025-10-28#07:26:46,14.3,73.0
2025-10-28#07:27:02,14.3,73.0
2025-10-28#07:27:17,14.3,73.0
2025-10-28#07:27:32,14.3,73.0
2025-10-28#07:27:47,14.3,73.0
2025-10-28#07:28:03,14.4,73.0
2025-10-28#07:28:18,14.4,73.0
2025-10-28#07:28:33,14.4,73.02025-10-28T14:14:19+00:00,14.4,73.0
2025-10-28T14:14:36+00:00,14.9,71.0
2025-10-28T14:14:46+00:00,15.1,70.0
2025-10-28T14:17:44+00:00,15.3,69.0
2025-10-28T14:17:54+00:00,15.4,68.0
2025-10-28T14:18:04+00:00,15.4,68.0
2025-10-29T16:01:53+00:00,14.8,73.0
